Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,leadership_style
4,4,4,2,3,5,4,3,2,2,4,5,3,5,4,1,3,2,5,4,3,4,2,4,1,4,Transformational
2,5,4,5,1,4,5,2,3,5,3,3,1,4,2,2,4,2,1,2,3,1,5,3,5,3,Delegative
3,2,2,2,3,5,1,1,3,4,2,4,4,4,3,3,2,1,1,4,4,5,5,4,1,3,Bureaucratic
5,2,1,2,5,5,3,2,5,4,1,2,1,3,4,1,4,1,3,3,3,1,5,3,5,1,Bureaucratic
1,2,3,4,3,2,5,2,1,4,5,2,4,4,2,4,4,5,1,3,2,3,4,2,3,3,Transactional
4,5,5,2,2,3,1,4,1,1,2,2,4,3,1,2,4,4,3,2,1,3,5,1,5,2,Delegative
3,1,4,4,2,1,4,3,1,4,5,2,3,2,4,2,3,4,3,4,5,2,3,1,4,1,Visionary
1,4,2,2,1,2,4,3,1,1,1,5,3,4,4,4,1,2,5,5,1,3,3,3,3,4,Transformational
1,2,1,3,2,5,4,5,5,1,1,4,3,1,5,5,2,5,5,5,1,3,1,4,4,4,Pacesetting
4,2,3,4,5,5,2,2,4,2,2,2,1,3,5,4,2,1,5,1,5,1,3,2,4,1,Visionary
5,2,5,2,3,3,4,2,2,5,5,5,1,2,1,4,2,1,4,4,4,3,4,2,1,2,Delegative
5,2,1,1,1,1,1,5,1,5,1,5,1,1,1,5,2,5,3,4,3,1,3,1,5,3,Pacesetting
1,2,3,5,4,2,1,1,3,3,5,3,1,2,3,2,5,5,2,1,1,3,3,5,5,5,Authoritarian
3,5,1,1,1,5,5,4,2,5,4,2,4,1,2,1,1,3,2,1,5,3,1,4,2,1,Participative
3,2,4,2,5,3,4,1,5,2,5,2,5,2,3,3,4,2,3,2,4,1,3,5,3,2,Delegative
3,2,2,4,1,5,2,2,5,3,2,1,2,3,5,3,2,4,3,1,4,5,3,1,2,5,Authoritarian
3,1,1,3,2,5,4,4,2,4,5,5,1,1,1,4,1,5,1,3,4,5,2,5,2,3,Authoritarian
1,2,1,5,5,5,5,2,3,3,1,3,1,2,3,1,4,4,4,2,1,4,5,2,2,1,Delegative
1,5,3,5,2,2,1,3,4,1,5,5,4,4,4,2,4,2,3,5,3,1,5,3,4,5,Bureaucratic
2,3,5,5,2,2,5,2,1,3,4,4,5,4,4,1,4,3,3,2,1,2,2,2,4,2,Transactional
1,5,1,5,3,3,5,4,4,1,4,3,5,3,4,1,2,1,3,1,2,1,5,5,5,1,Visionary
4,5,3,5,3,1,3,3,4,1,3,3,4,1,4,3,5,5,2,3,1,4,2,4,1,1,Transformational
1,3,3,3,4,1,1,3,4,2,1,2,5,3,1,4,2,2,2,5,3,5,2,3,5,1,Pacesetting
3,1,3,4,2,2,1,3,4,1,3,3,4,2,1,2,4,4,2,5,1,3,4,3,4,5,Bureaucratic
1,3,1,1,1,2,1,4,4,2,3,5,2,5,5,5,1,4,5,5,1,1,3,5,2,5,Transformational
2,5,2,3,5,2,1,5,1,3,1,5,1,5,1,1,3,4,1,5,3,1,2,1,1,4,Participative
4,2,4,2,1,5,2,1,1,5,1,4,5,1,2,3,2,1,5,1,4,2,1,2,5,5,Transactional
2,5,2,4,5,1,1,4,5,1,2,1,2,4,2,4,1,1,2,4,3,2,5,2,3,5,Delegative
2,1,1,5,1,5,3,2,3,5,1,5,5,4,1,3,2,2,3,4,4,2,5,4,4,3,Pacesetting
5,2,5,4,2,4,1,2,5,1,3,5,4,2,5,3,3,4,5,3,5,2,2,1,1,5,Visionary
4,2,3,3,1,5,3,4,5,3,5,3,1,5,1,3,3,5,1,2,5,3,2,1,2,1,Authoritarian
3,4,5,4,4,3,5,2,4,3,1,1,3,2,2,3,1,4,4,4,3,1,4,4,5,5,Participative
4,4,4,3,5,3,2,5,1,4,5,5,4,3,1,1,1,3,5,1,3,5,5,2,2,1,Participative
1,5,3,1,3,2,2,4,3,2,3,4,5,3,5,2,3,3,1,5,4,1,5,3,3,4,Participative
1,1,5,3,1,3,3,3,3,5,1,2,3,4,2,5,3,3,5,3,3,5,3,5,5,3,Delegative
1,1,5,2,5,1,2,2,1,3,5,4,2,1,1,4,1,2,5,5,3,1,1,1,4,3,Bureaucratic
2,2,1,5,2,3,5,1,5,2,5,3,4,2,4,5,3,1,2,3,4,5,4,3,3,2,Authoritarian
2,1,3,5,4,1,3,2,4,2,1,2,2,5,1,2,3,4,5,5,3,2,4,1,4,5,Delegative
3,2,3,2,3,2,3,3,4,2,1,3,4,1,3,5,5,5,3,1,5,3,3,5,2,5,Transformational
3,3,5,1,1,5,5,5,3,2,4,3,3,2,4,4,1,1,5,4,1,3,1,5,4,5,Coaching
2,1,2,4,5,1,3,3,3,3,3,1,2,2,4,1,2,5,5,1,5,4,1,4,5,5,Transformational
3,5,2,1,3,5,4,2,5,3,5,1,3,3,4,3,3,3,1,5,5,2,1,2,3,2,Bureaucratic
2,1,2,3,5,4,5,2,2,5,5,4,1,4,2,2,5,5,4,4,1,5,4,2,1,3,Coaching
5,3,3,5,1,5,5,1,1,1,3,3,5,3,3,2,2,1,3,1,1,5,5,4,3,1,Delegative
2,4,4,3,3,3,3,5,1,2,2,4,4,5,2,4,2,1,5,2,2,4,2,2,1,1,Coaching
2,2,2,2,2,4,5,4,3,2,4,4,3,5,5,1,2,3,2,4,2,4,5,5,4,2,Authoritarian
3,1,2,1,5,4,3,4,3,5,5,3,5,1,2,2,5,3,1,1,3,4,4,2,5,1,Delegative
1,5,5,1,2,1,5,1,4,3,3,3,4,1,3,1,1,4,5,4,3,1,3,5,2,3,Transactional
1,3,2,5,2,4,5,1,2,1,1,4,4,4,5,5,1,1,1,2,5,3,4,3,2,5,Authoritarian
5,5,2,2,3,2,4,4,2,4,5,5,5,1,4,1,1,4,4,3,3,4,4,5,2,4,Visionary
4,2,4,2,2,3,5,4,4,2,5,2,5,1,1,2,2,4,3,4,4,3,1,1,5,5,Authoritarian
2,1,5,1,5,5,5,2,5,4,5,3,5,3,3,3,5,2,2,3,2,5,1,3,3,5,Coaching
3,3,2,3,3,4,5,3,1,4,4,2,5,1,4,1,1,2,5,4,3,2,3,1,1,1,Pacesetting
2,4,5,3,4,1,5,5,2,3,3,1,3,1,2,3,2,1,1,4,1,2,2,4,4,4,Delegative
5,5,4,4,5,4,5,5,4,4,4,2,5,2,5,4,4,1,2,2,1,3,3,1,3,4,Coaching
2,3,3,4,1,5,3,4,2,5,1,4,3,1,5,3,2,2,2,5,2,2,5,2,1,5,Transformational
5,2,3,2,2,2,4,5,5,1,4,1,2,1,5,4,3,2,4,5,1,5,4,3,4,4,Transformational
4,5,1,1,1,5,3,4,4,1,4,3,2,4,4,1,1,5,3,5,5,4,5,5,1,5,Authoritarian
3,3,5,2,2,2,5,3,3,3,2,5,4,5,3,3,1,3,3,1,4,4,4,5,1,4,Delegative
1,5,5,3,3,3,5,2,2,2,2,2,4,3,2,5,2,4,2,2,3,5,2,2,1,2,Delegative
4,5,1,1,3,3,5,1,3,4,5,1,5,5,4,4,5,1,2,4,5,2,2,3,3,1,Bureaucratic
5,1,4,2,3,2,1,5,5,2,2,2,4,3,2,2,3,4,2,3,4,5,2,5,5,4,Pacesetting
1,2,4,1,2,4,5,3,5,3,2,2,2,3,2,5,3,3,3,1,4,5,3,1,3,1,Transactional
5,5,4,4,5,3,2,2,5,3,5,2,5,5,4,2,1,1,2,5,2,4,5,5,4,3,Coaching
3,4,1,4,3,2,3,2,2,3,2,3,2,4,1,2,1,4,2,5,3,1,5,1,2,1,Authoritarian
2,2,2,1,5,3,1,5,5,4,1,1,2,3,3,2,4,3,5,1,3,1,1,3,3,1,Transformational
4,5,2,5,1,1,1,4,5,1,3,5,4,2,5,4,5,5,4,2,4,5,2,5,4,2,Pacesetting
2,2,2,5,5,3,4,5,1,4,5,3,3,5,5,2,5,5,5,2,3,2,2,1,1,1,Transformational
3,1,3,1,3,4,1,4,2,1,2,1,5,1,2,5,1,5,1,1,2,2,1,2,3,4,Authoritarian
4,1,5,2,4,4,5,2,3,3,2,2,3,2,3,2,5,2,3,1,1,5,2,4,5,4,Bureaucratic
2,3,4,5,5,4,3,3,2,3,2,1,2,4,2,1,3,4,5,2,2,1,5,3,2,5,Pacesetting
4,1,3,3,2,5,2,3,4,2,2,5,4,2,5,3,3,2,5,1,5,2,3,5,2,2,Delegative
5,2,5,3,4,2,1,1,5,1,2,3,4,1,4,4,5,5,4,4,4,4,5,1,4,5,Delegative
3,4,4,3,2,4,3,2,2,1,2,5,1,2,3,1,3,3,5,1,1,4,4,2,4,5,Pacesetting
5,1,2,5,3,1,5,3,4,1,4,2,3,4,1,1,3,4,4,1,2,4,4,5,3,1,Delegative
1,4,5,4,5,1,3,3,1,3,3,3,3,5,1,5,1,2,1,1,4,5,3,4,3,2,Delegative
4,1,1,2,5,3,5,4,5,1,5,1,2,1,3,5,1,3,5,2,3,5,5,3,2,4,Bureaucratic
4,1,4,3,2,1,2,5,2,2,1,3,4,5,2,2,1,4,1,1,3,4,3,2,4,4,Delegative
3,4,1,5,1,1,3,5,1,2,4,1,3,1,2,1,2,1,2,2,1,1,4,3,1,2,Transformational
1,4,4,3,1,1,3,2,1,3,5,3,4,4,4,5,2,2,2,4,1,3,1,5,1,3,Bureaucratic
2,3,2,5,3,5,3,1,5,5,2,2,1,1,1,4,2,2,4,4,3,4,1,1,1,1,Authoritarian
2,5,4,3,1,4,3,3,1,2,3,4,4,5,5,1,4,4,3,2,2,4,1,3,3,3,Authoritarian
3,5,4,5,4,2,1,3,1,4,2,4,4,1,5,1,5,2,3,5,4,3,2,2,1,3,Pacesetting
1,1,1,2,3,1,2,3,1,5,5,4,5,2,3,3,2,3,5,4,1,2,1,3,1,4,Visionary
3,3,5,1,4,2,2,2,3,4,4,3,5,2,5,2,3,4,2,5,4,4,4,5,2,2,Coaching
4,4,3,3,5,1,1,5,5,3,3,5,4,2,5,1,2,1,1,5,4,4,2,2,5,1,Delegative
3,4,1,4,2,4,3,2,4,5,5,1,3,3,5,2,4,2,5,4,3,5,3,1,5,3,Participative
3,2,2,5,1,3,5,1,2,3,5,4,1,1,4,4,5,1,2,1,5,5,2,5,1,4,Delegative
2,5,2,2,5,1,3,1,2,2,4,3,5,2,2,2,5,2,2,4,3,5,1,2,1,1,Authoritarian
2,3,2,1,2,5,4,1,1,2,5,2,2,4,4,4,5,2,4,5,2,2,4,4,1,1,Transactional
3,2,3,3,2,2,5,4,4,3,2,3,3,1,3,1,4,4,4,1,1,1,4,2,5,4,Visionary
5,4,2,2,1,4,4,3,1,1,3,3,3,2,2,4,4,4,1,1,4,4,2,4,3,5,Coaching
4,1,4,5,2,4,1,3,1,4,5,3,1,4,5,1,1,1,1,1,4,1,1,2,4,1,Pacesetting
2,5,2,1,3,3,5,2,3,3,1,4,3,5,5,5,2,2,2,2,4,5,1,1,1,1,Bureaucratic
4,2,4,1,2,1,2,2,4,1,2,3,4,5,1,4,1,4,1,3,3,5,1,5,1,4,Authoritarian
2,5,3,1,4,4,1,1,5,4,3,4,3,3,2,3,5,4,5,2,5,5,4,1,3,3,Transactional
4,1,1,4,2,1,4,2,4,5,1,2,1,1,5,4,2,3,4,1,1,3,4,3,2,4,Delegative
3,5,4,2,1,4,4,1,5,4,2,4,5,5,5,4,2,5,1,3,5,2,5,1,5,2,Participative
1,2,2,2,3,4,4,2,5,3,1,2,3,1,4,1,2,5,4,5,5,1,1,1,2,2,Pacesetting
1,1,1,5,3,2,2,4,2,5,4,2,3,5,5,1,4,5,3,4,2,2,5,4,5,2,Pacesetting
4,2,1,2,5,5,2,3,3,3,2,1,4,1,2,1,3,3,5,4,5,5,1,2,4,2,Pacesetting
3,3,2,5,3,4,4,1,3,4,4,1,4,3,3,1,5,2,5,3,3,4,1,1,5,5,Transformational
4,5,3,1,4,3,4,2,2,3,1,1,5,2,3,4,4,2,5,5,1,4,2,4,5,3,Transactional
1,5,1,4,2,2,5,1,5,2,2,1,5,4,4,1,1,1,3,3,4,4,4,1,5,4,Visionary
4,3,4,1,5,3,1,2,1,3,2,2,3,5,1,4,2,4,4,4,5,3,2,4,4,5,Bureaucratic
1,2,1,1,2,5,3,1,1,5,4,1,5,3,1,5,5,1,2,2,4,3,2,5,2,5,Coaching
5,1,1,3,3,2,1,1,1,5,5,5,2,4,3,4,4,2,5,5,2,5,3,1,1,4,Participative
3,1,1,1,5,3,5,3,3,3,4,4,5,4,5,4,5,5,5,5,5,4,4,5,4,4,Authoritarian
4,4,5,1,4,4,4,5,1,2,3,2,5,4,4,1,4,3,2,3,3,5,5,3,1,3,Pacesetting
3,3,2,3,1,4,2,5,1,1,3,4,3,2,3,1,2,1,3,5,2,2,1,5,4,3,Bureaucratic
3,5,4,1,2,4,3,2,2,4,1,4,4,5,4,4,5,4,4,4,2,4,3,1,2,2,Transformational
5,2,2,5,4,2,4,3,1,5,1,3,1,5,2,2,1,5,2,3,3,2,1,5,4,3,Transactional
4,5,1,4,5,3,2,2,5,5,3,5,4,5,3,3,4,3,3,5,4,3,2,4,5,5,Transformational
1,2,4,1,5,1,1,5,1,5,2,4,4,1,1,3,4,5,4,2,4,2,1,3,4,1,Transactional
4,5,4,2,5,3,1,5,5,3,4,1,5,4,1,2,4,4,4,2,5,4,2,4,1,2,Coaching
2,1,2,2,2,2,3,2,4,4,4,4,5,4,2,2,5,2,1,2,3,4,3,3,3,3,Participative
3,2,4,2,3,5,3,2,5,2,2,5,4,5,5,1,3,2,1,1,5,2,2,3,1,5,Pacesetting
1,1,1,2,1,5,1,1,5,3,4,4,1,5,3,2,4,5,3,2,3,5,5,1,3,3,Delegative
5,4,1,3,2,2,1,5,1,4,2,4,1,4,2,2,1,2,5,4,5,1,3,4,3,2,Visionary
3,4,5,4,3,2,1,1,5,2,4,1,4,2,3,3,1,4,5,4,4,3,4,1,1,2,Visionary
3,5,5,2,1,3,1,5,4,3,3,1,3,5,3,2,1,1,1,2,4,1,1,1,5,1,Bureaucratic
5,4,3,2,1,1,4,4,4,2,5,3,4,1,2,3,5,4,5,3,3,2,3,4,2,1,Coaching
3,5,4,5,4,3,3,5,1,4,2,3,5,2,1,5,1,4,2,3,3,5,5,2,4,1,Visionary
3,1,5,4,4,5,3,4,5,3,4,5,1,2,3,3,3,1,2,5,2,5,5,3,4,3,Coaching
4,4,5,3,2,1,1,1,2,3,2,3,2,3,4,2,1,3,1,5,3,2,2,2,1,1,Delegative
5,4,4,4,4,3,3,1,1,2,3,5,4,2,1,3,2,2,4,1,2,3,1,2,1,3,Bureaucratic
5,5,4,2,2,5,4,2,5,2,4,3,5,3,2,2,4,3,2,3,2,1,3,3,3,2,Bureaucratic
2,2,2,2,2,2,5,3,2,3,5,5,5,5,3,4,4,1,4,5,5,3,2,2,4,5,Participative
4,2,2,3,1,4,3,5,1,4,4,2,5,2,4,2,2,1,1,2,2,1,2,1,2,3,Visionary
1,3,1,3,2,2,3,1,5,5,5,2,1,5,5,1,3,3,3,3,2,1,3,5,2,3,Bureaucratic
5,4,1,5,2,5,3,5,3,4,2,5,1,2,1,5,4,2,2,3,3,1,2,5,5,4,Transactional
5,1,5,5,1,4,4,1,2,5,2,5,2,5,2,3,1,5,4,3,2,4,2,2,5,3,Authoritarian
3,2,4,5,2,3,5,2,2,5,4,5,2,1,1,1,4,5,2,3,3,5,4,2,4,4,Transformational
2,2,5,1,3,4,4,5,4,1,3,4,1,3,5,2,1,4,4,2,5,1,3,4,3,5,Transactional
5,3,4,3,2,4,3,5,5,2,5,1,1,1,2,5,4,5,4,1,2,2,4,4,4,2,Transactional
3,5,1,4,5,1,5,3,4,4,3,1,4,2,3,4,4,1,2,5,2,1,4,3,5,4,Transactional
5,1,3,5,3,1,1,4,4,3,3,4,2,2,3,1,2,2,5,3,4,3,5,3,1,4,Visionary
4,4,3,2,5,2,3,3,3,5,1,3,2,1,2,4,5,2,5,2,5,5,5,2,5,2,Authoritarian
5,1,1,4,1,4,2,1,5,3,4,4,5,1,1,2,5,1,5,5,2,1,5,4,1,2,Bureaucratic
2,4,5,1,5,5,3,4,5,1,2,3,4,5,4,3,1,3,5,3,3,2,5,2,4,3,Authoritarian
1,1,3,2,2,4,3,3,4,1,4,3,1,3,2,2,2,1,1,3,2,2,2,4,3,3,Transformational
3,3,5,2,1,5,2,4,4,5,5,1,2,5,4,3,5,5,1,2,1,3,4,3,2,5,Transactional
1,5,5,5,2,1,5,5,2,2,4,5,5,2,1,3,5,3,4,1,5,2,1,3,4,1,Pacesetting
2,5,2,1,2,4,3,5,5,4,4,4,4,4,4,1,1,4,3,3,1,4,5,5,4,4,Transformational
2,4,1,3,3,4,1,4,3,5,4,2,3,4,4,5,4,5,3,1,4,1,1,3,3,1,Authoritarian
2,4,4,5,2,5,4,3,5,4,5,5,3,3,2,1,2,1,2,5,5,2,5,1,4,2,Bureaucratic
1,3,3,3,2,5,1,5,5,3,1,4,3,3,2,4,1,4,4,3,5,2,2,3,2,2,Participative
2,3,1,3,5,5,1,1,3,4,2,2,2,1,5,2,3,2,1,2,1,4,2,4,5,5,Delegative
3,2,1,1,3,5,4,4,3,1,4,2,5,4,3,4,2,2,1,3,4,2,5,2,4,3,Coaching
1,1,5,4,4,5,5,5,1,3,3,1,4,4,5,1,1,4,4,5,1,5,5,4,1,3,Transformational
4,2,1,2,1,3,4,2,4,2,5,4,1,1,5,2,4,3,4,3,1,4,4,2,2,4,Bureaucratic
5,3,2,3,3,3,2,4,1,5,1,5,1,1,2,5,1,5,5,5,2,2,4,5,2,2,Transformational
3,5,3,1,4,5,2,5,5,3,3,5,1,1,4,3,4,4,3,1,2,3,5,4,1,4,Pacesetting
5,5,1,2,2,1,5,2,2,2,1,1,3,1,3,2,4,4,1,5,3,1,3,2,1,5,Transactional
3,3,3,4,5,2,5,1,2,1,2,2,4,4,3,3,4,1,1,3,5,3,3,2,5,2,Bureaucratic
3,3,1,1,1,3,2,1,2,3,4,5,3,5,2,4,2,3,4,4,5,1,1,5,5,2,Participative
4,2,1,5,2,3,4,1,1,2,1,4,4,5,1,4,1,1,1,3,2,4,2,2,4,3,Pacesetting
1,3,2,3,4,2,2,2,3,4,5,2,4,3,3,1,3,1,5,2,2,1,1,4,5,5,Pacesetting
1,2,2,1,3,5,4,3,3,4,1,4,1,5,1,2,3,1,3,3,3,4,1,5,1,1,Delegative
1,3,4,5,3,4,4,5,1,3,1,5,5,2,2,5,5,3,2,3,4,5,1,5,2,1,Delegative
4,5,4,1,1,1,1,2,4,4,3,3,3,2,3,2,4,5,2,5,3,5,1,2,4,4,Delegative
5,5,3,3,4,2,1,3,4,5,5,3,1,1,5,3,3,3,2,5,3,4,2,1,4,2,Authoritarian
5,5,2,1,5,5,5,2,3,4,3,2,4,3,5,1,2,2,5,3,2,5,2,3,3,4,Participative
2,1,1,2,4,2,1,3,4,2,2,2,3,3,2,5,2,3,5,3,3,2,2,2,3,5,Bureaucratic
2,1,1,3,1,2,5,5,2,2,4,4,3,4,2,5,5,2,5,5,1,4,4,5,3,1,Transactional
1,1,2,3,4,5,4,2,2,2,5,1,3,1,2,1,5,2,3,5,2,2,3,5,1,4,Delegative
5,2,4,3,2,2,3,1,5,4,3,5,4,1,3,4,4,5,3,4,5,1,4,4,1,5,Transactional
3,1,3,1,4,5,4,5,4,1,3,3,2,2,2,3,1,2,1,5,2,2,4,1,2,3,Transactional
3,2,1,3,2,1,4,5,3,2,1,4,4,3,1,1,5,5,1,3,2,1,3,4,3,5,Transactional
2,3,2,2,5,5,2,3,4,4,3,3,5,1,3,2,5,1,2,3,5,3,5,5,1,5,Visionary
1,5,5,5,4,5,3,2,5,2,3,4,1,4,1,5,5,2,4,2,2,2,5,1,4,5,Authoritarian
1,1,2,2,1,3,4,1,3,2,2,2,4,5,3,2,2,1,3,2,3,5,3,3,5,2,Delegative
1,3,2,5,1,2,2,3,5,3,4,4,1,1,2,1,3,3,4,1,1,2,1,3,2,3,Pacesetting
3,4,5,3,5,2,5,4,3,2,4,5,1,1,4,5,1,5,2,2,1,5,5,3,4,2,Pacesetting
5,3,2,2,4,5,3,5,5,5,3,5,2,2,4,5,3,5,4,2,5,2,5,3,2,3,Transactional
3,3,2,2,5,1,1,2,3,2,5,1,1,2,1,3,2,3,3,5,3,2,4,4,2,1,Transactional
5,1,4,2,1,5,2,4,2,1,2,5,2,5,1,3,1,1,3,1,3,3,1,3,5,3,Coaching
1,3,5,5,3,4,3,5,1,4,1,2,4,2,1,3,1,4,3,1,3,5,2,2,4,4,Transactional
1,1,2,2,1,4,5,1,3,4,1,1,3,5,5,3,1,1,4,4,5,3,2,1,1,5,Participative
4,3,4,1,1,4,1,5,1,5,3,3,2,4,4,2,5,1,5,5,4,2,2,2,1,2,Bureaucratic
1,5,1,5,5,3,5,3,2,1,4,4,4,5,3,1,1,1,3,3,1,3,5,2,4,1,Transformational
3,5,3,4,1,4,3,1,2,2,3,5,5,2,2,2,1,4,2,4,4,2,5,2,4,2,Delegative
4,1,3,1,1,5,3,4,5,5,5,4,3,2,1,1,4,4,3,4,1,5,1,5,2,2,Visionary
5,5,1,4,2,5,4,1,4,4,4,5,3,3,4,4,4,4,4,4,3,2,1,2,2,5,Pacesetting
5,4,2,2,4,4,4,4,5,3,5,3,3,2,2,3,3,3,5,1,4,1,5,3,4,3,Transactional
3,3,4,3,3,4,2,4,1,4,2,5,1,1,5,4,5,2,2,3,2,3,1,2,1,2,Transactional
3,1,1,2,3,2,2,2,5,5,2,2,5,2,5,3,4,5,2,1,4,2,3,4,2,4,Participative
4,4,4,2,5,2,5,4,3,3,1,3,1,2,2,2,5,1,4,4,4,3,3,1,2,3,Participative
4,1,3,3,2,4,5,3,4,4,1,2,5,5,5,4,1,1,3,3,5,4,2,4,2,4,Transformational
5,5,3,3,1,5,3,1,5,5,2,1,1,5,5,1,2,4,4,4,3,2,4,2,2,2,Coaching
3,4,5,1,5,4,3,2,5,3,2,5,3,1,2,5,3,3,5,1,2,4,4,4,3,3,Pacesetting
1,4,3,2,4,4,4,2,4,3,1,3,1,4,5,4,3,1,5,3,1,4,1,1,2,2,Participative
4,2,3,2,3,3,2,4,1,3,1,4,2,4,1,5,5,3,4,1,1,2,5,2,5,5,Coaching
5,3,1,5,1,3,3,4,3,3,4,1,4,5,2,2,5,5,1,2,4,1,1,1,4,5,Bureaucratic
2,2,5,4,5,1,5,3,2,4,2,3,4,4,2,2,2,4,5,4,4,5,5,1,3,4,Transactional
3,4,3,1,4,4,5,3,4,4,3,1,5,4,1,2,4,4,3,5,5,1,1,5,2,3,Coaching
2,5,4,5,4,1,4,4,1,5,4,4,5,2,2,5,4,3,2,3,3,1,2,3,4,4,Pacesetting
3,1,3,5,2,1,3,5,3,5,5,2,4,3,3,3,5,2,5,2,1,5,1,4,3,2,Delegative
3,5,3,4,4,1,4,5,4,2,2,3,4,5,3,2,3,2,5,3,5,5,2,5,3,4,Pacesetting
2,5,1,1,5,2,4,4,4,2,4,5,2,1,4,3,3,4,3,1,5,5,1,5,5,3,Pacesetting
2,4,2,2,5,3,3,5,4,5,5,4,5,1,1,3,1,1,1,2,4,4,2,5,1,2,Visionary
3,1,3,3,3,1,3,5,4,4,3,3,4,2,2,2,4,5,2,4,2,5,5,4,3,1,Bureaucratic
4,4,3,3,1,4,2,5,2,5,5,2,5,5,1,5,1,3,4,3,1,4,1,2,1,3,Transformational
4,5,1,3,4,3,3,2,5,2,2,3,4,5,4,3,1,2,5,2,1,4,4,3,2,5,Coaching
1,3,5,2,2,2,3,2,3,1,3,2,5,1,3,2,4,2,2,5,3,2,3,4,5,2,Transactional
2,5,4,3,4,3,1,5,2,2,2,3,3,3,2,4,1,2,1,2,3,4,5,2,3,4,Transactional
4,3,2,3,1,5,5,3,4,1,5,1,2,3,5,4,5,3,1,2,5,3,4,4,2,2,Pacesetting
4,5,1,4,3,2,1,3,5,1,5,1,4,3,3,1,3,4,3,1,1,3,2,1,2,4,Transactional
2,4,3,5,2,2,1,1,5,1,5,3,1,2,2,4,3,2,5,2,4,2,2,1,5,3,Coaching
3,5,3,3,5,1,2,5,4,3,4,3,2,3,5,4,4,3,1,1,5,2,4,5,2,3,Visionary
4,1,2,1,4,4,2,4,2,4,2,3,1,1,4,5,3,2,2,3,3,2,1,4,3,2,Visionary
2,2,3,3,2,3,5,1,3,5,2,2,3,5,5,3,5,3,5,1,3,2,4,4,2,3,Authoritarian
2,3,5,2,3,1,1,5,2,3,3,1,3,3,3,4,1,3,5,2,3,4,2,4,1,3,Transformational
3,1,2,5,1,1,3,5,1,3,5,5,4,3,3,5,5,5,4,5,4,5,5,4,4,2,Transactional
1,5,1,3,5,4,1,5,2,3,1,2,3,1,3,1,3,2,3,3,4,4,3,5,2,1,Delegative
5,4,1,1,4,3,5,4,4,3,3,5,1,5,2,5,5,2,1,3,2,4,3,4,3,3,Transactional
1,3,1,4,2,4,4,5,2,5,4,1,5,5,3,1,1,5,1,5,3,4,4,5,4,3,Transformational
4,5,1,5,2,3,5,5,2,3,2,1,4,4,2,4,3,3,2,3,3,5,5,1,3,4,Visionary
4,4,5,5,3,5,1,3,5,3,4,4,5,1,1,5,1,5,4,1,2,2,5,4,5,5,Transactional
4,4,3,1,4,3,3,2,2,3,5,4,3,1,5,1,2,4,3,4,1,5,3,3,1,4,Visionary
4,5,1,5,3,3,5,5,2,5,5,3,5,3,1,3,3,1,3,1,4,4,4,3,5,3,Participative
5,1,2,1,1,3,2,2,3,2,4,5,4,2,1,1,1,4,4,1,5,3,1,5,4,5,Transformational
1,3,2,3,2,3,3,4,4,3,5,2,3,1,4,2,2,5,1,5,5,2,4,1,4,1,Delegative
3,4,3,1,2,4,4,1,5,5,3,3,5,3,2,5,4,1,1,5,4,4,1,4,5,1,Authoritarian
2,3,5,5,5,2,1,5,5,5,3,4,2,3,4,4,1,2,1,5,2,1,5,2,3,4,Transformational
5,5,4,5,4,5,3,3,2,2,1,5,5,2,5,1,4,3,5,4,1,3,2,1,5,2,Authoritarian
4,2,2,5,2,1,5,5,1,3,4,5,1,4,1,4,2,3,1,1,1,3,2,1,3,4,Pacesetting
3,1,4,1,2,5,4,3,4,4,4,5,2,1,5,4,4,3,4,3,2,5,1,2,3,1,Visionary
4,4,4,5,1,4,4,1,2,2,2,5,3,1,2,2,3,1,3,1,3,5,5,3,2,4,Authoritarian
5,4,3,3,4,3,3,1,1,5,5,4,4,4,5,2,5,3,1,4,2,4,5,5,2,2,Authoritarian
4,1,1,2,5,1,1,2,1,3,2,5,4,3,3,3,2,2,1,1,1,2,5,2,4,3,Visionary
3,1,4,3,2,1,2,1,4,5,4,5,2,3,4,1,1,4,5,4,5,1,1,3,2,3,Participative
2,1,4,4,2,3,3,1,5,4,3,2,4,3,5,3,4,3,5,5,5,2,4,4,3,3,Transformational
2,2,3,4,4,4,1,4,1,1,2,3,3,3,5,1,2,2,3,4,4,1,1,5,3,4,Coaching
5,5,3,2,5,3,5,4,5,1,3,3,2,4,5,5,3,4,2,1,5,5,5,1,4,4,Bureaucratic
3,3,2,5,5,5,3,2,4,5,4,4,2,3,2,4,2,3,1,3,1,2,4,5,5,5,Delegative
5,3,5,5,5,4,3,4,4,1,3,2,1,3,4,2,2,4,1,3,3,4,1,1,1,4,Visionary
2,1,3,5,1,2,3,4,1,5,5,5,1,3,4,4,4,5,3,1,1,3,4,1,1,5,Transformational
2,1,3,3,3,4,1,5,5,5,5,4,3,5,1,3,1,3,5,3,4,2,5,1,1,1,Delegative
5,1,2,5,5,3,5,3,1,4,2,3,5,3,2,4,4,4,2,4,2,5,3,1,4,1,Authoritarian
